PharmGKB Accession Id	NCBI Gene ID	HGNC ID	Ensembl Id	Name	Symbol	Alternate Names	Alternate Symbols	Is VIP	Has Variant Annotation	Cross-references	Has CPIC Dosing Guideline	Chromosome	Chromosomal Start - GRCh37	Chromosomal Stop - GRCh37	Chromosomal Start - GRCh38	Chromosomal Stop - GRCh38
PA134889361	23133	HGNC:20672	ENSG00000172943	PHD finger protein 8	PHF8	histone lysine demethylase PHF8, jumonji C domain-containing histone demethylase 1F, lysine demethylase 7B, zinc finger protein 422	JHDM1F, KDM7B, KIAA1111, ZNF422	Yes	No	Comparative Toxicogenomics Database:23133, Ensembl:ENSG00000172943, GeneCard:PHF8, HGNC:HGNC:20672, ModBase:Q9UPP1, NCBI Gene:23133, OMIM:300263, OMIM:300560, RefSeq DNA:NG_021309, RefSeq DNA:NT_011630, RefSeq Protein:NP_001171825, RefSeq Protein:NP_001171826, RefSeq Protein:NP_001171827, RefSeq Protein:NP_055922, RefSeq RNA:NM_001184896, RefSeq RNA:NM_001184897, RefSeq RNA:NM_001184898, RefSeq RNA:NM_015107, UniProtKB:B7Z911, UniProtKB:Q5JPS0, UniProtKB:Q9UPP1	No	chrX	53963113	54075368	53936680	54048935
PA33264	26227	HGNC:8923	ENSG00000092621	phosphoglycerate dehydrogenase	PHGDH	D-3-phosphoglycerate dehydrogenase	PDG, PGDH, SERA	Yes	No	Comparative Toxicogenomics Database:26227, Ensembl:ENSG00000092621, GenAtlas:PHGDH, GeneCard:PHGDH, HGNC:HGNC:8923, HumanCyc Gene:HS01776, ModBase:O43175, NCBI Gene:26227, OMIM:601815, OMIM:606879, RefSeq DNA:NG_009188, RefSeq DNA:NT_032977, RefSeq Protein:NP_006614, RefSeq RNA:NM_006623, UCSC Genome Browser:NM_006623, UniProtKB:O43175	No	chr1	120254419	120286849	119711737	119744226
PA165479224	644844	HGNC:37226	ENSG00000233041	proline, histidine and glycine rich 1	PHGR1	proline/histidine/glycine-rich 1		Yes	No	Ensembl:ENSG00000233041, GeneCard:PHGR1, HGNC:HGNC:37226, NCBI Gene:644844, RefSeq DNA:NT_010194, RefSeq Protein:NP_001139115, RefSeq RNA:NM_001145643, UniProtKB:C9JFL3	No	chr15	40643234	40648635	40351033	40356434
PA33265	55023	HGNC:15673	ENSG00000146247	pleckstrin homology domain interacting protein	PHIP	DDB1 and CUL4 associated factor 14, pleckstrin homology domain interacting protein	BRWD2, DCAF14, FLJ20705, RepID, WDR11, ndrp	Yes	No	Ensembl:ENSG00000146247, GenAtlas:PHIP, GeneCard:PHIP, HGNC:HGNC:15673, HumanCyc Gene:HS14140, ModBase:Q96ME2, NCBI Gene:55023, OMIM:612870, RefSeq DNA:NT_007299, RefSeq Protein:NP_060404, RefSeq RNA:NM_017934, UCSC Genome Browser:NM_017934, UniProtKB:A7J992, UniProtKB:Q8WWQ0	No	chr6	79644136	79788011	78934419	79078294
PA33266	5255	HGNC:8925	ENSG00000067177	phosphorylase kinase regulatory subunit alpha 1	PHKA1	phosphorylase kinase, alpha 1 (muscle)	PHKA	Yes	No	Comparative Toxicogenomics Database:5255, Ensembl:ENSG00000067177, GenAtlas:PHKA1, GeneCard:PHKA1, HGNC:HGNC:8925, HumanCyc Gene:HS00901, ModBase:P46020, NCBI Gene:5255, OMIM:300559, OMIM:311870, RefSeq DNA:NG_016599, RefSeq DNA:NT_011669, RefSeq Protein:NP_001116142, RefSeq Protein:NP_001165907, RefSeq Protein:NP_002628, RefSeq RNA:NM_001122670, RefSeq RNA:NM_001172436, RefSeq RNA:NM_002637, UCSC Genome Browser:NM_002637, UniProtKB:P46020	No	chrX	71798664	71934029	72578814	72714181
PA33267	5256	HGNC:8926	ENSG00000044446	phosphorylase kinase regulatory subunit alpha 2	PHKA2	phosphorylase kinase, alpha 2 (liver)	PHK, PYK	Yes	No	Comparative Toxicogenomics Database:5256, Ensembl:ENSG00000044446, GenAtlas:PHKA2, GeneCard:PHKA2, HGNC:HGNC:8926, HumanCyc Gene:HS00576, ModBase:P46019, NCBI Gene:5256, OMIM:300798, OMIM:306000, RefSeq DNA:NG_016622, RefSeq DNA:NT_167197, RefSeq Protein:NP_000283, RefSeq RNA:NM_000292, UCSC Genome Browser:NM_000292, UniProtKB:P46019	No	chrX	18910416	19002480	18892298	18984362
PA33268	5257	HGNC:8927	ENSG00000102893	phosphorylase kinase regulatory subunit beta	PHKB	phosphorylase kinase, beta		Yes	No	Comparative Toxicogenomics Database:5257, Ensembl:ENSG00000102893, GenAtlas:PHKB, GeneCard:PHKB, HGNC:HGNC:8927, HumanCyc Gene:HS02424, ModBase:Q93100, NCBI Gene:5257, OMIM:172490, OMIM:261750, RefSeq DNA:NG_016598, RefSeq DNA:NT_010498, RefSeq Protein:NP_000284, RefSeq Protein:NP_001027005, RefSeq RNA:NM_000293, RefSeq RNA:NM_001031835, UCSC Genome Browser:NM_000293, UniProtKB:Q93100	No	chr16	47495047	47735434	47461131	47701523
PA33269	5258	HGNC:8928	ENSG00000226262	phosphorylase kinase, beta pseudogene 1	PHKBP1			Yes	No	Ensembl:ENSG00000226262, GenAtlas:PHKBP1, GeneCard:PHKBP1, HGNC:HGNC:8928, NCBI Gene:5258, RefSeq DNA:NG_001172, RefSeq DNA:NT_011387	No	chr20	8078371	8080533	8097724	8099886
PA33270	5259	HGNC:8929	ENSG00000258467	phosphorylase kinase, beta pseudogene 2	PHKBP2			Yes	No	Ensembl:ENSG00000258467, GenAtlas:PHKBP2, GeneCard:PHKBP2, HGNC:HGNC:8929, NCBI Gene:5259, RefSeq DNA:NG_001173, RefSeq DNA:NT_026437	No	chr14	37003032	37003558	36533827	36534353
PA33271	5260	HGNC:8930	ENSG00000164776	phosphorylase kinase catalytic subunit gamma 1	PHKG1	phosphorylase kinase, gamma 1 (muscle)	PHKG	Yes	No	Ensembl:ENSG00000164776, GenAtlas:PHKG1, GeneCard:PHKG1, HGNC:HGNC:8930, HumanCyc Gene:HS09136, ModBase:Q16816, NCBI Gene:5260, OMIM:172470, RefSeq DNA:NT_033968, RefSeq DNA:NT_079592, RefSeq Protein:NP_006204, RefSeq RNA:NM_006213, UCSC Genome Browser:NM_006213, UniProtKB:Q16816, UniProtKB:Q75LP5	No	chr7	56147616	56160780	56079927	56093450
PA33273	5262	HGNC:8932	ENSG00000236919	phosphorylase kinase, gamma 1 pseudogene 3	PHKG1P3		PHKg1ps2	Yes	No	Ensembl:ENSG00000236919, GenAtlas:PHKGL, GeneCard:PHKG1P3, HGNC:HGNC:8932, NCBI Gene:5262, RefSeq DNA:NG_005543, RefSeq DNA:NT_009237	No	chr11	50205648	50206933	50246277	50247762
PA33272	5261	HGNC:8931	ENSG00000156873	phosphorylase kinase catalytic subunit gamma 2	PHKG2	phosphorylase kinase, gamma 2 (testis)		Yes	No	Comparative Toxicogenomics Database:5261, Ensembl:ENSG00000156873, GenAtlas:PHKG2, GeneCard:PHKG2, HGNC:HGNC:8931, HumanCyc Gene:HS08155, ModBase:P15735, NCBI Gene:5261, OMIM:172471, OMIM:613027, RefSeq DNA:NG_016616, RefSeq DNA:NT_010393, RefSeq Protein:NP_000285, RefSeq Protein:NP_001165903, RefSeq RNA:NM_000294, RefSeq RNA:NM_001172432, UCSC Genome Browser:NM_000294, UniProtKB:B4DEB7, UniProtKB:P15735	No	chr16	30759574	30772497	30748299	30761176
PA33274	22822	HGNC:8933	ENSG00000139289	pleckstrin homology like domain family A member 1	PHLDA1	"""T-cell death-associated gene 51"", ""pleckstrin homology-like domain, family A, member 1"", ""proline-histidine rich protein"""	DT1P1B11, PHRIP, TDAG51	Yes	No	Comparative Toxicogenomics Database:22822, Ensembl:ENSG00000139289, GenAtlas:PHLDA1, GeneCard:PHLDA1, HGNC:HGNC:8933, HumanCyc Gene:HS06604, NCBI Gene:22822, OMIM:605335, RefSeq DNA:NT_029419, RefSeq Protein:NP_031376, RefSeq RNA:NM_007350, UCSC Genome Browser:NM_007350, UniProtKB:Q8WV24	No	chr12	76419227	76425556	76025447	76031776
PA37053	7262	HGNC:12385	ENSG00000181649	pleckstrin homology like domain family A member 2	PHLDA2	pleckstrin homology-like domain, family A, member 2	BWR1C, HLDA2, IPL, TSSC3	Yes	No	Comparative Toxicogenomics Database:7262, Ensembl:ENSG00000181649, GenAtlas:PHLDA2, GeneCard:PHLDA2, HGNC:HGNC:12385, HumanCyc Gene:HS11641, ModBase:Q53GA4, NCBI Gene:7262, OMIM:602131, RefSeq DNA:NG_009266, RefSeq DNA:NT_009237, RefSeq Protein:NP_003302, RefSeq RNA:NM_003311, UCSC Genome Browser:NM_003311, UniProtKB:Q53GA4	No	chr11	2949503	2950650	2928273	2929420
PA33275	23612	HGNC:8934	ENSG00000174307	pleckstrin homology like domain family A member 3	PHLDA3	"""pleckstrin homology-like domain, family A, member 2"", ""pleckstrin homology-like domain, family A, member 3"""	TIH1	Yes	No	Comparative Toxicogenomics Database:23612, Ensembl:ENSG00000174307, GenAtlas:PHLDA3, GeneCard:PHLDA3, HGNC:HGNC:8934, HumanCyc Gene:HS10786, ModBase:Q9Y5J5, NCBI Gene:23612, OMIM:607054, RefSeq DNA:NT_004487, RefSeq Protein:NP_036528, RefSeq RNA:NM_012396, UCSC Genome Browser:NM_012396, UniProtKB:Q9Y5J5	No	chr1	201434607	201438299	201464284	201469171
PA134917952	23187	HGNC:23697	ENSG00000019144	pleckstrin homology like domain family B member 1	PHLDB1	pleckstrin homology-like domain, family B, member 1	FLJ00141, KIAA0638, LL5a	Yes	No	Comparative Toxicogenomics Database:23187, Ensembl:ENSG00000019144, GeneCard:PHLDB1, HGNC:HGNC:23697, ModBase:Q86UU1, NCBI Gene:23187, OMIM:612834, RefSeq DNA:NT_033899, RefSeq Protein:NP_001138230, RefSeq Protein:NP_001138231, RefSeq Protein:NP_055972, RefSeq RNA:NM_001144758, RefSeq RNA:NM_001144759, RefSeq RNA:NM_015157, UniProtKB:Q6ZUD6, UniProtKB:Q86UU1	No	chr11	118477213	118528748	118606296	118658038
PA134884060	90102	HGNC:29573	ENSG00000144824	pleckstrin homology like domain family B member 2	PHLDB2	pleckstrin homology-like domain, family B, member 2	FLJ21791, LL5b, LL5beta	Yes	No	Comparative Toxicogenomics Database:90102, Ensembl:ENSG00000144824, GeneCard:PHLDB2, HGNC:HGNC:29573, HumanCyc Gene:HS14056, ModBase:Q86SQ0, NCBI Gene:90102, OMIM:610298, RefSeq DNA:NT_005612, RefSeq Protein:NP_001127909, RefSeq Protein:NP_001127910, RefSeq Protein:NP_001127911, RefSeq Protein:NP_665696, RefSeq RNA:NM_001134437, RefSeq RNA:NM_001134438, RefSeq RNA:NM_001134439, RefSeq RNA:NM_145753, UniProtKB:Q86SQ0	No	chr3	111451327	111695364	111732480	111976517
PA134934874	653583	HGNC:30499	ENSG00000176531	pleckstrin homology like domain family B member 3	PHLDB3	pleckstrin homology-like domain, family B, member 3	FLJ40193	Yes	No	Ensembl:ENSG00000176531, GeneCard:PHLDB3, HGNC:HGNC:30499, NCBI Gene:653583, RefSeq DNA:NT_011109, RefSeq Protein:NP_942147, RefSeq RNA:NM_198850, UniProtKB:Q96HZ0	No	chr19	43979255	44009073	43474341	43504916
PA165429055	23239	HGNC:20610	ENSG00000081913	PH domain and leucine rich repeat protein phosphatase 1	PHLPP1	protein phosphatase, Mg2+/Mn2+ dependent 3A	KIAA0606, PHLPP, PLEKHE1, PPM3A, SCOP	Yes	No	Comparative Toxicogenomics Database:23239, Ensembl:ENSG00000081913, GeneCard:PHLPP1, HGNC:HGNC:20610, ModBase:O60346, NCBI Gene:23239, OMIM:609396, RefSeq DNA:NT_025028, RefSeq Protein:NP_919431, RefSeq RNA:NM_194449, UniProtKB:O60346	No	chr18	60382672	60647676	62715439	62980443
PA165450496	23035	HGNC:29149	ENSG00000040199	PH domain and leucine rich repeat protein phosphatase 2	PHLPP2	protein phosphatase, Mg2+/Mn2+ dependent 3B	KIAA0931, PHLPPL, PPM3B	Yes	No	Comparative Toxicogenomics Database:23035, Ensembl:ENSG00000040199, GeneCard:PHLPP2, HGNC:HGNC:29149, ModBase:Q6ZVD8, NCBI Gene:23035, OMIM:611066, RefSeq DNA:NT_010498, RefSeq Protein:NP_055835, RefSeq RNA:NM_015020, UniProtKB:Q3ZCW4, UniProtKB:Q6ZVD8	No	chr16	71678827	71757798	71644924	71724701
PA33276	162466	HGNC:16815	ENSG00000173868	phosphoethanolamine/phosphocholine phosphatase 1	PHOSPHO1	"""phosphatase, orphan 1"", ""phosphoethanolamine/phosphocholine phosphatase"""		Yes	No	Comparative Toxicogenomics Database:162466, Ensembl:ENSG00000173868, GenAtlas:PHOSPHO1, GeneCard:PHOSPHO1, HGNC:HGNC:16815, ModBase:Q8TCT1, NCBI Gene:162466, RefSeq DNA:NT_010783, RefSeq Protein:NP_001137276, RefSeq Protein:NP_848595, RefSeq RNA:NM_001143804, RefSeq RNA:NM_178500, UCSC Genome Browser:NM_178500, UniProtKB:Q8TCT1	No	chr17	47300728	47309009	49223369	49230766
PA134947617	493911	HGNC:28316	ENSG00000144362	phosphatase, orphan 2	PHOSPHO2		MGC22679	Yes	No	Comparative Toxicogenomics Database:493911, Ensembl:ENSG00000144362, GeneCard:PHOSPHO2, HGNC:HGNC:28316, ModBase:Q8TCD6, NCBI Gene:493911, RefSeq DNA:NT_005403, RefSeq Protein:NP_001008489, RefSeq Protein:NP_001186214, RefSeq Protein:NP_001186215, RefSeq Protein:NP_001186216, RefSeq Protein:NP_001186217, RefSeq RNA:NM_001008489, RefSeq RNA:NM_001199285, RefSeq RNA:NM_001199286, RefSeq RNA:NM_001199287, RefSeq RNA:NM_001199288, UniProtKB:Q8TCD6	No	chr2	170550946	170558218	169694454	169701708
PA28093	401	HGNC:691	ENSG00000165462	paired like homeobox 2A	PHOX2A	paired-like homeobox 2a	ARIX, CFEOM2, FEOM2, PMX2A	Yes	No	Comparative Toxicogenomics Database:401, Ensembl:ENSG00000165462, GeneCard:PHOX2A, HGNC:HGNC:691, HumanCyc Gene:HS09234, ModBase:O14813, NCBI Gene:401, OMIM:602078, OMIM:602753, RefSeq DNA:NG_008169, RefSeq DNA:NT_167190, RefSeq Protein:NP_005160, RefSeq RNA:NM_005169, UCSC Genome Browser:NM_005169, UniProtKB:O14813	No	chr11	71950121	71955220	72239077	72244176
PA33467	8929	HGNC:9143	ENSG00000109132	paired like homeobox 2B	PHOX2B	paired-like homeobox 2b	NBPhox, PMX2B, Phox2b	Yes	No	Comparative Toxicogenomics Database:8929, Ensembl:ENSG00000109132, GeneCard:PHOX2B, HGNC:HGNC:9143, HumanCyc Gene:HS03204, ModBase:Q99453, NCBI Gene:8929, OMIM:142623, OMIM:209880, OMIM:256700, OMIM:603851, OMIM:613013, RefSeq DNA:NG_008243, RefSeq DNA:NT_006238, RefSeq Protein:NP_003915, RefSeq RNA:NM_003924, UCSC Genome Browser:NM_003924, UniProtKB:Q99453	No	chr4	41746099	41750987	41744082	41748970
PA134948141	29085	HGNC:30033	ENSG00000054148	phosphohistidine phosphatase 1	PHPT1	phosphohistidine phosphatase 14kDa, sex-regulated protein janus-a	CGI-202, DKFZp564M173, HSPC141, PHP14, bA216L13.10	Yes	No	Comparative Toxicogenomics Database:29085, Ensembl:ENSG00000054148, GeneCard:PHPT1, HGNC:HGNC:30033, NCBI Gene:29085, OMIM:610167, RefSeq DNA:NT_024000, RefSeq Protein:NP_001129333, RefSeq Protein:NP_054891, RefSeq RNA:NM_001135861, RefSeq RNA:NM_014172, UniProtKB:B1AMX0, UniProtKB:Q9NRX4, UniProtKB:Q9P019	No	chr9	139743256	139745490	136848816	136851043
PA164724459	57661	HGNC:24351	ENSG00000070047	PHD and ring finger domains 1	PHRF1	"""CTD binding SR like protein rA9"", ""protein phosphatase 1, regulatory subunit 125"""	KIAA1542, PPP1R125, RNF221	Yes	No	Ensembl:ENSG00000070047, GeneCard:PHRF1, HGNC:HGNC:24351, ModBase:Q9P1Y6, NCBI Gene:57661, OMIM:611780, RefSeq DNA:NT_009237, RefSeq Protein:NP_065952, RefSeq RNA:NM_020901, UniProtKB:Q9P1Y6	No	chr11	576226	612222	576446	612225
PA33278	10745	HGNC:8939	ENSG00000116793	putative homeodomain transcription factor 1	PHTF1		PHTF	Yes	Yes	Comparative Toxicogenomics Database:10745, Ensembl:ENSG00000116793, GenAtlas:PHTF1, GeneCard:PHTF1, HGNC:HGNC:8939, HumanCyc Gene:HS04056, NCBI Gene:10745, OMIM:604950, RefSeq DNA:NT_032977, RefSeq Protein:NP_006599, RefSeq RNA:NM_006608, UCSC Genome Browser:NM_006608, UniProtKB:Q9UMS5	No	chr1	114239824	114302165	113697202	113759888
PA33279	57157	HGNC:13411	ENSG00000006576	putative homeodomain transcription factor 2	PHTF2		DKFZp434D166	Yes	No	Comparative Toxicogenomics Database:57157, Ensembl:ENSG00000006576, GenAtlas:PHTF2, GeneCard:PHTF2, HGNC:HGNC:13411, HumanCyc Gene:HS00183, NCBI Gene:57157, RefSeq DNA:NT_007933, RefSeq DNA:NT_079595, RefSeq Protein:NP_001120829, RefSeq Protein:NP_001120830, RefSeq Protein:NP_001120831, RefSeq Protein:NP_001120832, RefSeq Protein:NP_065165, RefSeq RNA:NM_001127357, RefSeq RNA:NM_001127358, RefSeq RNA:NM_001127359, RefSeq RNA:NM_001127360, RefSeq RNA:NM_020432, UCSC Genome Browser:NM_020432, UniProtKB:Q6NW35, UniProtKB:Q8N3S3, UniProtKB:Q8TBW4	No	chr7	77428109	77586821	77798792	77957504
PA33280	5264	HGNC:8940	ENSG00000107537	phytanoyl-CoA 2-hydroxylase	PHYH	Refsum disease, phytanoyl-CoA dioxygenase	PAHX, PHYH1, RD	Yes	No	Comparative Toxicogenomics Database:5264, Ensembl:ENSG00000107537, GenAtlas:PHYH, GeneCard:PHYH, HGNC:HGNC:8940, HumanCyc Gene:HS03003, ModBase:O14832, NCBI Gene:5264, OMIM:266500, OMIM:602026, RefSeq DNA:NG_012862, RefSeq DNA:NT_008705, RefSeq Protein:NP_001032626, RefSeq Protein:NP_006205, RefSeq RNA:NM_001037537, RefSeq RNA:NM_006214, UCSC Genome Browser:NM_006214, UniProtKB:A8MTS8, UniProtKB:O14832	No	chr10	13319796	13342133	13277796	13300130
PA134959674	254295	HGNC:23396	ENSG00000175287	phytanoyl-CoA dioxygenase domain containing 1	PHYHD1		MGC16638	Yes	No	Comparative Toxicogenomics Database:254295, Ensembl:ENSG00000175287, GeneCard:PHYHD1, HGNC:HGNC:23396, ModBase:Q7Z7P9, NCBI Gene:254295, RefSeq DNA:NT_008470, RefSeq Protein:NP_001094346, RefSeq Protein:NP_001094347, RefSeq Protein:NP_777593, RefSeq RNA:NM_001100876, RefSeq RNA:NM_001100877, RefSeq RNA:NM_174933, UniProtKB:Q5SRE7	No	chr9	131683174	131704322	128920895	128942041
PA33281	9796	HGNC:16865	ENSG00000168490	phytanoyl-CoA 2-hydroxylase interacting protein	PHYHIP		DYRK1AP3, KIAA0273, PAHX-AP	Yes	No	Ensembl:ENSG00000168490, GenAtlas:PHYHIP, GeneCard:PHYHIP, HGNC:HGNC:16865, HumanCyc Gene:HS15675, ModBase:Q92561, NCBI Gene:9796, OMIM:608511, RefSeq DNA:NT_167187, RefSeq Protein:NP_001092805, RefSeq Protein:NP_055574, RefSeq RNA:NM_001099335, RefSeq RNA:NM_014759, UCSC Genome Browser:NM_014759, UniProtKB:Q92561	No	chr8	22077216	22089851	22219703	22232338
PA134906827	84457	HGNC:29378	ENSG00000165443	phytanoyl-CoA 2-hydroxylase interacting protein like	PHYHIPL	phytanoyl-CoA 2-hydroxylase interacting protein-like	Em:AC025038.1, KIAA1796	Yes	No	Ensembl:ENSG00000165443, GeneCard:PHYHIPL, HGNC:HGNC:29378, ModBase:Q96FC7, NCBI Gene:84457, RefSeq DNA:NT_030059, RefSeq Protein:NP_001137246, RefSeq Protein:NP_115815, RefSeq RNA:NM_001143774, RefSeq RNA:NM_032439, UniProtKB:B7WP61, UniProtKB:Q96FC7	No	chr10	60936348	61007815	59174811	59247774
PA162376015	85007	HGNC:28249	ENSG00000175309	5-phosphohydroxy-L-lysine phospho-lyase	PHYKPL	5-phosphonooxy-L-lysine phospho-lyase, alanine-glyoxylate aminotransferase 2-like 2	AGXT2L2, MGC15875	Yes	No	Ensembl:ENSG00000175309, GeneCard:AGXT2L2, HGNC:HGNC:28249, HumanCyc Gene:HS10908, ModBase:Q8IUZ5, NCBI Gene:85007, RefSeq DNA:NT_023133, RefSeq Protein:NP_699204, RefSeq RNA:NM_153373, UniProtKB:A8K7P6, UniProtKB:Q8IUZ5	No	chr5	177635475	177659823	178208474	178232822
PA33282	51050	HGNC:8946	ENSG00000137558	peptidase inhibitor 15	PI15		P25TI	Yes	No	Ensembl:ENSG00000137558, GenAtlas:PI15, GeneCard:PI15, HGNC:HGNC:8946, HumanCyc Gene:HS06359, ModBase:O43692, NCBI Gene:51050, OMIM:607076, RefSeq DNA:NT_008183, RefSeq Protein:NP_056970, RefSeq RNA:NM_015886, UCSC Genome Browser:NM_015886, UniProtKB:O43692	No	chr8	75736772	75767264	74824537	74855044
PA134867616	221476	HGNC:21245	ENSG00000164530	peptidase inhibitor 16	PI16	microseminoprotein, beta-binding protein	CD364, MGC45378, MSMBBP, dJ90K10.5	Yes	No	Comparative Toxicogenomics Database:221476, Ensembl:ENSG00000164530, GeneCard:PI16, HGNC:HGNC:21245, HumanCyc Gene:HS09091, ModBase:Q6UXB8, NCBI Gene:221476, RefSeq DNA:NT_007592, RefSeq Protein:NP_001186088, RefSeq Protein:NP_699201, RefSeq RNA:NM_001199159, RefSeq RNA:NM_153370, UniProtKB:Q6UXB8	No	chr6	36916039	36932613	36948263	36964837
PA33283	5266	HGNC:8947	ENSG00000124102	peptidase inhibitor 3	PI3	"""peptidase inhibitor 3, skin-derived"", ""skin-derived antileukoproteinase"", ""trappin-2"""	ELAFIN, ESI, SKALP, WAP3, WFDC14, cementoin	Yes	No	Ensembl:ENSG00000124102, GenAtlas:PI3, GeneCard:PI3, HGNC:HGNC:8947, HumanCyc Gene:HS04712, ModBase:P19957, NCBI Gene:5266, OMIM:182257, RefSeq DNA:NT_011362, RefSeq Protein:NP_002629, RefSeq RNA:NM_002638, UCSC Genome Browser:NM_002638, UniProtKB:P19957	No	chr20	43803540	43805185	45174899	45176544
PA162399304	55361	HGNC:30031	ENSG00000155252	phosphatidylinositol 4-kinase type 2 alpha	PI4K2A		DKFZP761G1923, PI4KII, PIK42A	Yes	No	Ensembl:ENSG00000155252, GeneCard:PI4K2A, HGNC:HGNC:30031, HumanCyc Gene:HS00573, NCBI Gene:55361, OMIM:609763, RefSeq DNA:NT_030059, RefSeq Protein:NP_060895, RefSeq RNA:NM_018425, UniProtKB:Q9BTU6	No	chr10	99400443	99436187	97640686	97676434
PA142671173	55300	HGNC:18215	ENSG00000038210	phosphatidylinositol 4-kinase type 2 beta	PI4K2B		FLJ11105, PI4KIIB, PIK42B	Yes	No	Comparative Toxicogenomics Database:55300, Ensembl:ENSG00000038210, GeneCard:PI4K2B, HGNC:HGNC:18215, HumanCyc Gene:HS00529, NCBI Gene:55300, OMIM:612101, RefSeq DNA:NT_006316, RefSeq Protein:NP_060793, RefSeq RNA:NM_018323, UniProtKB:Q8TCG2	No	chr4	25235653	25280831	25234031	25279209
PA162399305	5297	HGNC:8983	ENSG00000241973	phosphatidylinositol 4-kinase alpha	PI4KA	"""phosphatidylinositol 4-kinase III alpha"", ""phosphatidylinositol 4-kinase IIIa"", ""phosphatidylinositol 4-kinase IIIÎ±"", ""phosphatidylinositol 4-kinase IIIα"", ""phosphatidylinositol 4-kinase, catalytic, alpha"""	PI4K-ALPHA, PIK4CA, pi4K230	Yes	Yes	Ensembl:ENSG00000241973, GeneCard:PI4KA, HGNC:HGNC:8983, HumanCyc Gene:HS00041, ModBase:P42356, NCBI Gene:5297, OMIM:600286, RefSeq DNA:NT_011520, RefSeq Protein:NP_002641, RefSeq Protein:NP_477352, RefSeq RNA:NM_002650, RefSeq RNA:NM_058004, UniProtKB:P42356, UniProtKB:Q4LE69	No	chr22	21061979	21213100	20707691	20858812
PA162399420	5298	HGNC:8984	ENSG00000143393	phosphatidylinositol 4-kinase beta	PI4KB	phosphatidylinositol 4-kinase, catalytic, beta	PI4K-BETA, PIK4CB, pi4K92	Yes	No	Ensembl:ENSG00000143393, GeneCard:PI4KB, HGNC:HGNC:8984, HumanCyc Gene:HS07046, ModBase:Q9UBF8, NCBI Gene:5298, OMIM:602758, RefSeq DNA:NT_004487, RefSeq Protein:NP_001185702, RefSeq Protein:NP_001185703, RefSeq Protein:NP_001185704, RefSeq Protein:NP_002642, RefSeq RNA:NM_001198773, RefSeq RNA:NM_001198774, RefSeq RNA:NM_001198775, RefSeq RNA:NM_002651, UniProtKB:Q9UBF8	No	chr1	151264273	151300191	151291797	151327715
PA143485382	196500	HGNC:25338	ENSG00000139200	PILR alpha associated neural protein	PIANP	PILR-associating neural protein	C12orf53, DKFZp547D2210, PANP	Yes	No	Ensembl:ENSG00000139200, GeneCard:C12orf53, HGNC:HGNC:25338, HumanCyc Gene:HS13765, ModBase:Q8IYJ0, NCBI Gene:196500, RefSeq DNA:NT_009759, RefSeq Protein:NP_710152, RefSeq RNA:NM_153685, UniProtKB:A8K0T3, UniProtKB:Q8IYJ0	No	chr12	6802957	6810009	6689726	6700843
PA33285	8554	HGNC:2752	ENSG00000033800	protein inhibitor of activated STAT 1	PIAS1	"""protein inhibitor of activated STAT, 1"", ""zinc finger, MIZ-type containing 3"""	DDXBP1, GBP, GU/RH-II, ZMIZ3	Yes	No	Comparative Toxicogenomics Database:8554, Ensembl:ENSG00000033800, GenAtlas:PIAS1, GeneCard:PIAS1, HGNC:HGNC:2752, HumanCyc Gene:HS00494, ModBase:O75925, NCBI Gene:8554, OMIM:603566, RefSeq DNA:NT_010194, RefSeq Protein:NP_057250, RefSeq RNA:NM_016166, UCSC Genome Browser:NM_016166, UniProtKB:O75925	No	chr15	68346572	68483797	68054179	68191464
PA134933292	9063	HGNC:17311	ENSG00000078043	protein inhibitor of activated STAT 2	PIAS2	"""protein inhibitor of activated STAT, 2"", ""zinc finger, MIZ-type containing 4"""	ARIP3, PIASX-ALPHA, PIASX-BETA, ZMIZ4, miz	Yes	No	Ensembl:ENSG00000078043, GeneCard:PIAS2, HGNC:HGNC:17311, HumanCyc Gene:HS01266, NCBI Gene:9063, OMIM:603567, RefSeq DNA:NT_010966, RefSeq Protein:NP_004662, RefSeq Protein:NP_775298, RefSeq RNA:NM_004671, RefSeq RNA:NM_173206, UniProtKB:O75928	No	chr18	44388900	44500130	46803224	46920167
PA134989011	10401	HGNC:16861	ENSG00000131788	protein inhibitor of activated STAT 3	PIAS3	"""protein inhibitor of activated STAT, 3"", ""zinc finger, MIZ-type containing 5"""	FLJ14651, ZMIZ5	Yes	No	Comparative Toxicogenomics Database:10401, Ensembl:ENSG00000131788, GeneCard:PIAS3, HGNC:HGNC:16861, HumanCyc Gene:HS05569, ModBase:Q9Y6X2, NCBI Gene:10401, OMIM:605987, RefSeq DNA:NT_167185, RefSeq Protein:NP_006090, RefSeq RNA:NM_006099, UniProtKB:B3KNI3, UniProtKB:Q9Y6X2	No	chr1	145575257	145586546	145848522	145859081
